lat,lon,on_yelp
33.07824,-96.89229,1.0
29.573893,-95.107285,0.0
30.021772,-95.57085,0.0
30.128239,-95.45681,1.0
29.922369,-95.68744,1.0
35.221767,-101.867775,0.0
26.201443,-98.23795,1.0
29.60901,-98.465614,1.0
29.501839,-98.498825,1.0
26.203003,-98.199776,1.0
29.156443,-98.1686,1.0
31.82708,-106.52699,1.0
29.917671,-95.30142,1.0
26.179422,-97.679436,0.0
28.406448,-97.733734,0.0
29.72782,-95.42905,1.0
32.962177,-96.73776,0.0
30.109766,-97.320274,1.0
29.761988,-95.36124,0.0
32.733826,-97.16565,0.0
29.758787,-95.34776,0.0
31.760752,-106.489784,1.0
30.001247,-95.1616,0.0
29.968832,-94.0222,1.0
30.265348,-97.735565,1.0
29.450285,-98.486885,1.0
27.773033,-97.10493,0.0
32.75798,-94.34253,0.0
27.870384,-97.18729,1.0
29.72681,-95.429085,1.0
31.395386,-103.50471,1.0
32.66364,-95.489395,0.0
30.01055,-95.54366,1.0
30.634258,-96.32519,1.0
32.93853,-96.818924,0.0
33.04042,-96.70491,0.0
32.710674,-97.33114,0.0
30.273125,-97.76047,1.0
30.286812,-98.06462,1.0
29.57022,-98.33222,1.0
27.804583,-97.48503,0.0
30.617085,-96.323204,0.0
30.243437,-95.156815,1.0
27.817595,-97.39084,0.0
29.53065,-95.64961,1.0
33.647995,-97.37944,0.0
30.032522,-95.173035,0.0
33.09383,-96.80168,1.0
31.884949,-98.12769,0.0
29.705599,-95.42637,1.0
29.549973,-95.023544,1.0
32.93283,-97.226776,1.0
32.500206,-94.7512,0.0
32.78351,-97.38536,0.0
30.291544,-97.74149,1.0
32.72078,-96.875725,0.0
32.789665,-96.80861,0.0
33.071434,-96.86669,1.0
30.361164,-97.69875,1.0
32.789883,-98.10555,0.0
27.55972,-99.45095,0.0
32.83777,-97.00448,1.0
31.869991,-102.320755,1.0
29.704603,-98.12345,1.0
28.5369,-99.85006,1.0
32.803677,-96.8319,0.0
25.936308,-97.5095,0.0
32.73713,-96.28834,0.0
31.446604,-100.47667,1.0
29.789293,-98.72026,0.0
32.253666,-95.308075,1.0
32.80029,-96.80056,1.0
32.34595,-97.38924,0.0
32.755085,-97.06182,1.0
33.59183,-101.95782,1.0
29.986897,-95.33167,0.0
29.976454,-95.51895,0.0
30.081848,-94.095215,0.0
31.748236,-106.281235,0.0
32.863384,-96.80973,1.0
29.544205,-95.388695,1.0
32.81395,-96.7705,0.0
30.346252,-95.481895,1.0
33.123497,-96.825554,1.0
33.504684,-101.92485,1.0
32.799686,-96.77925,1.0
27.826342,-97.06804,1.0
29.569178,-98.14036,1.0
32.916553,-96.700424,0.0
30.037828,-95.494576,0.0
29.18012,-95.433426,0.0
32.726048,-97.34481,1.0
29.48753,-98.59687,0.0
32.95401,-96.88531,0.0
33.039845,-96.751854,0.0
30.589308,-103.89413,0.0
29.738447,-95.46968,1.0
30.051226,-95.18077,1.0
31.444141,-100.433426,0.0
33.174644,-96.6407,1.0
32.249596,-101.47696,1.0
29.783653,-95.60756,1.0
29.947357,-95.56275,1.0
30.306883,-97.73513,1.0
32.80365,-96.84054,0.0
33.056606,-96.75233,0.0
29.802942,-95.417145,1.0
29.938913,-95.6295,0.0
32.83777,-97.132164,0.0
30.51936,-97.69016,1.0
30.632431,-96.35478,0.0
32.656525,-96.56062,1.0
32.796356,-96.80225,0.0
29.531378,-98.49036,1.0
29.749453,-95.37514,0.0
29.21469,-99.77317,1.0
31.095526,-97.73124,1.0
29.301363,-98.47165,1.0
30.266691,-97.75002,0.0
29.883257,-97.94168,0.0
32.774673,-96.80283,1.0
29.788681,-95.38803,1.0
29.767466,-95.37845,1.0
30.064096,-96.697266,0.0
30.662401,-96.37222,1.0
32.945347,-97.129814,1.0
32.766182,-97.79764,0.0
32.93845,-96.74193,0.0
32.863636,-96.80381,0.0
32.331795,-96.15734,0.0
32.013515,-102.1609,1.0
33.036346,-97.07451,1.0
32.81531,-96.76994,1.0
32.872467,-96.76445,1.0
29.450367,-98.48742,1.0
32.751465,-97.330475,1.0
33.168804,-96.64512,0.0
32.86373,-96.80692,1.0
32.79996,-96.80058,1.0
32.782864,-96.7914,1.0
29.38573,-95.02045,0.0
32.303658,-95.317696,0.0
38.40929,-121.352516,1.0
35.154045,-101.9208,0.0
33.548042,-101.85413,0.0
30.28582,-97.73127,1.0
32.658463,-97.43562,1.0
28.9821,-98.4829,1.0
29.915508,-98.36823,1.0
29.675581,-95.58701,0.0
26.203178,-98.231514,1.0
29.492466,-98.613495,0.0
33.626373,-97.15192,0.0
31.752977,-106.31827,1.0
29.567875,-95.5675,1.0
30.247625,-97.77548,1.0
29.572033,-95.56925,1.0
29.687796,-95.46149,1.0
32.34867,-96.10738,1.0
31.761946,-106.48823,1.0
33.21535,-97.13458,1.0
30.527681,-97.630035,0.0
30.06904,-94.13121,0.0
29.409752,-98.495735,1.0
31.299337,-94.74266,0.0
29.608957,-98.46538,1.0
29.596258,-95.6222,1.0
29.56516,-98.33192,1.0
30.590874,-97.29676,0.0
33.078274,-97.55898,0.0
30.101599,-97.75667,0.0
26.19196,-98.204666,1.0
29.45791,-100.96671,0.0
32.309074,-95.27394,1.0
30.247063,-98.05505,0.0
29.736681,-95.48932,1.0
29.691277,-95.18989,1.0
26.101027,-97.16722,1.0
27.731907,-97.372246,1.0
32.979156,-96.764565,1.0
29.30686,-94.794525,0.0
35.165333,-101.93869,1.0
27.530262,-99.475235,0.0
32.836494,-96.8765,0.0
32.71701,-97.441734,0.0
30.264063,-97.75673,1.0
31.756119,-106.49376,0.0
32.197483,-91.770874,0.0
26.18869,-98.23841,0.0
29.77061,-95.40562,1.0
32.91311,-96.74536,0.0
30.947317,-97.54012,1.0
31.375679,-95.50297,0.0
29.991491,-95.14741,1.0
29.655796,-95.52176,1.0
32.988476,-96.85294,1.0
30.733324,-98.46426,0.0
29.42625,-98.487335,1.0
29.936941,-95.249,1.0
33.889076,-98.529884,1.0
32.74126,-97.44899,1.0
32.27946,-95.336174,1.0
33.68354,-95.55554,0.0
32.74228,-97.32353,1.0
30.483004,-97.65716,1.0
26.19101,-97.71079,1.0
30.417524,-98.04645,1.0
28.023962,-97.050674,1.0
32.677704,-97.19678,1.0
29.764423,-95.36209,0.0
29.700403,-95.68878,0.0
29.420883,-98.499985,0.0
32.358227,-97.38937,1.0
32.837784,-96.9894,0.0
30.254736,-97.76263,1.0
29.735744,-95.39947,1.0
29.58736,-98.36081,1.0
30.236317,-97.85603,1.0
32.9356,-96.851166,1.0
33.00767,-96.795044,1.0
31.526701,-97.17153,1.0
30.24015,-98.584366,0.0
32.81473,-96.800865,1.0
33.625965,-97.146286,0.0
32.784973,-96.8094,0.0
33.839966,-98.561264,0.0
33.054253,-96.998856,0.0
29.783358,-95.53463,1.0
28.777872,-96.967316,1.0
32.953606,-96.85057,1.0
27.872108,-97.19089,0.0
29.690914,-95.415825,1.0
30.577549,-98.27426,1.0
29.743122,-95.396904,0.0
31.609169,-97.25394,0.0
32.797077,-96.83096,0.0
32.823307,-96.77044,0.0
32.509056,-94.79703,1.0
33.830257,-96.689766,0.0
29.557322,-95.365265,0.0
29.725315,-95.41336,1.0
29.718039,-95.643,0.0
29.940166,-95.3957,1.0
29.786318,-95.559265,1.0
31.34167,-93.85058,1.0
29.7601,-95.36141,0.0
30.580444,-98.27645,1.0
32.78631,-96.80935,1.0
29.803682,-94.982765,1.0
32.544693,-94.75272,1.0
33.549225,-101.94869,1.0
29.70079,-98.12433,1.0
28.83047,-96.951546,1.0
32.479122,-95.3924,1.0
32.02729,-97.3885,0.0
32.305653,-95.2708,0.0
31.9756,-95.21083,0.0
29.74861,-95.48647,1.0
29.373774,-98.535255,0.0
26.300716,-98.16001,0.0
30.047703,-95.18591,1.0
29.936193,-95.58116,0.0
29.691263,-95.64298,1.0
33.16486,-94.99759,0.0
30.550955,-97.61947,0.0
32.87026,-96.97416,0.0
32.260265,-95.30605,1.0
32.796555,-96.62695,0.0
31.735847,-95.61015,1.0
32.815193,-96.82773,1.0
32.865463,-96.7945,1.0
33.13299,-96.650154,1.0
30.563194,-98.2934,0.0
29.977695,-95.24886,0.0
29.889439,-95.63987,1.0
29.721664,-95.36724,1.0
33.195633,-97.12953,0.0
32.309147,-95.34126,0.0
32.377796,-94.85968,1.0
29.733765,-95.643295,1.0
26.201162,-98.23853,1.0
30.2783,-98.86681,0.0
29.371662,-98.536316,0.0
29.30643,-94.77215,0.0
29.551783,-98.40607,0.0
32.784985,-96.78333,1.0
30.713032,-98.03595,1.0
31.332443,-94.77114,1.0
30.265919,-97.744,1.0
30.263123,-97.76234,1.0
29.601765,-95.17862,1.0
29.613235,-98.46842,1.0
30.707376,-95.55052,1.0
29.363525,-98.291504,1.0
29.676018,-95.59434,0.0
30.641968,-96.313286,0.0
35.13221,-101.90247,0.0
29.769854,-95.22336,1.0
33.688435,-96.6224,1.0
30.266983,-97.74001,1.0
32.896786,-96.89482,0.0
29.648336,-95.67876,0.0
32.778492,-96.76839,0.0
27.833527,-97.06069,1.0
31.777256,-106.502945,0.0
32.482403,-96.99424,1.0
32.979546,-96.7081,0.0
32.758957,-97.77485,1.0
31.745829,-106.33287,1.0
27.885473,-97.31699,1.0
29.355762,-98.13477,0.0
33.140076,-96.109344,0.0
30.388748,-94.212975,0.0
33.15106,-96.834045,0.0
32.784115,-96.78358,1.0
32.74377,-97.37872,1.0
32.81177,-96.77436,1.0
29.777983,-94.97501,1.0
32.712643,-97.44513,0.0
29.706455,-95.48367,1.0
31.778728,-106.25061,1.0
32.867165,-97.15056,1.0
29.462376,-98.4655,1.0
30.266554,-97.74214,1.0
29.712145,-95.260796,0.0
30.709597,-94.94857,1.0
36.40578,-100.802795,0.0
29.960289,-95.545395,1.0
32.804897,-96.838715,0.0
32.81121,-98.07401,1.0
32.864525,-96.9583,0.0
31.31316,-94.72152,1.0
29.739033,-95.46769,0.0
32.96895,-96.918945,1.0
31.788826,-106.40803,1.0
33.19642,-96.61715,1.0
29.69817,-98.09675,0.0
29.55749,-95.38641,1.0
32.80412,-96.80732,1.0
30.464294,-95.57044,0.0
29.847862,-95.50203,0.0
29.730295,-94.96288,1.0
32.954132,-96.88846,1.0
26.1649,-98.02013,1.0
29.982107,-95.50788,0.0
30.333717,-95.47404,1.0
29.782421,-95.47796,1.0
32.8,-96.82926,0.0
32.76003,-97.23739,1.0
32.712456,-96.00805,1.0
29.59667,-95.62172,1.0
29.802378,-95.41927,0.0
30.276173,-98.41218,1.0
29.556627,-95.12223,1.0
30.274952,-97.76449,1.0
29.774454,-95.836266,0.0
32.783676,-96.78365,0.0
32.81559,-96.80936,0.0
33.590637,-101.854485,0.0
32.99658,-96.79756,1.0
33.68397,-95.51011,0.0
32.26563,-95.277336,1.0
31.897917,-106.434525,1.0
29.780237,-95.56034,0.0
30.406055,-98.059074,0.0
32.803516,-97.35173,0.0
32.63078,-96.85937,1.0
30.435345,-97.674324,1.0
29.916767,-93.9127,0.0
30.754824,-95.020966,1.0
29.609049,-98.46272,1.0
32.857697,-97.31234,1.0
28.388802,-97.740074,0.0
29.94081,-95.33026,0.0
29.665413,-95.08646,1.0
31.757103,-106.49351,0.0
29.735165,-95.650795,1.0
33.2164,-97.12739,1.0
32.23562,-97.75462,1.0
41.63202,-80.32362,0.0
29.637203,-95.81295,1.0
33.03663,-97.07147,1.0
32.902847,-96.71531,0.0
29.306211,-94.79481,0.0
32.882755,-97.25958,1.0
33.194218,-97.12381,1.0
34.155876,-99.26173,0.0
29.559502,-95.034706,1.0
29.496592,-98.55597,0.0
30.270441,-97.78749,1.0
32.999302,-96.82652,0.0
32.67811,-97.12541,1.0
30.5092,-97.67755,1.0
32.99889,-96.79899,0.0
27.694029,-97.34067,1.0
33.879475,-117.57287,0.0
32.70622,-97.337296,1.0
29.362274,-98.22299,1.0
33.671597,-95.05075,0.0
29.838043,-95.360855,0.0
31.83076,-106.53226,1.0
33.520607,-101.90646,1.0
30.20762,-95.74834,1.0
32.46056,-96.943115,0.0
33.103138,-97.13868,1.0
32.20466,-95.85838,0.0
33.17642,-96.73345,1.0
29.295862,-94.96949,1.0
32.820343,-97.082855,0.0
29.612202,-98.6038,0.0
29.406132,-98.623665,1.0
32.833416,-97.17461,0.0
32.45497,-96.93719,1.0
39.428032,-75.22643,0.0
29.550982,-98.30452,0.0
29.496147,-98.70848,1.0
33.081985,-96.85783,1.0
30.483633,-97.73464,1.0
29.974964,-95.70127,1.0
30.057045,-94.13919,1.0
32.4313,-99.784004,1.0
30.273531,-98.869606,0.0
30.020967,-95.430374,0.0
32.754356,-97.33169,0.0
26.305931,-98.358025,0.0
30.306036,-97.71508,1.0
30.502655,-97.82131,1.0
29.545275,-95.751816,1.0
26.202051,-98.23031,0.0
32.445168,-96.231964,1.0
29.757446,-95.39995,1.0
33.24551,-95.902664,1.0
27.839602,-97.06037,1.0
29.740227,-95.46984,1.0
25.95242,-97.49763,0.0
29.6916,-95.41488,1.0
32.61359,-97.35149,0.0
29.946787,-95.58538,0.0
32.732513,-97.409424,1.0
30.076221,-95.434586,1.0
31.568678,-97.14607,0.0
29.72869,-95.52106,1.0
29.403181,-95.01728,1.0
29.761736,-95.36131,1.0
32.56658,-96.8566,0.0
32.275856,-94.59336,1.0
32.321964,-95.265144,1.0
32.50841,-95.64484,0.0
33.15482,-96.842804,1.0
29.425024,-98.498146,1.0
25.940353,-97.42486,1.0
32.825077,-97.31558,0.0
29.94761,-95.40681,1.0
30.177511,-95.477486,1.0
33.073074,-96.09299,0.0
27.795135,-97.394806,0.0
33.154583,-96.80475,1.0
32.895138,-96.90084,1.0
32.9292,-96.80142,0.0
29.521345,-98.4887,1.0
33.0101,-97.22297,1.0
34.179455,-101.70195,0.0
33.028156,-96.83191,1.0
32.764374,-97.47853,1.0
30.649502,-97.676994,1.0
32.95133,-96.818,1.0
29.505342,-95.18483,1.0
29.760546,-95.75267,1.0
32.474792,-97.81521,1.0
29.74516,-95.50063,1.0
30.395655,-97.71943,0.0
29.521582,-98.48369,1.0
32.933014,-97.07866,1.0
26.251444,-98.2213,0.0
31.754759,-106.34756,0.0
32.084476,-96.47827,1.0
32.68233,-97.195755,1.0
29.97206,-95.68942,1.0
29.789757,-95.16306,1.0
32.85502,-96.557274,1.0
27.715107,-97.32879,0.0
29.987663,-95.42474,1.0
29.74233,-95.35952,0.0
30.481262,-97.834335,1.0
26.378717,-98.82047,0.0
30.23377,-97.79241,1.0
35.20294,-101.83174,1.0
32.990967,-96.8027,1.0
32.749653,-96.84301,0.0
32.905067,-97.18662,0.0
29.545595,-95.13221,1.0
29.724415,-95.3471,1.0
33.01866,-96.71199,0.0
32.85684,-96.74792,0.0
30.53224,-97.818306,1.0
31.440672,-100.49656,1.0
32.749958,-97.359856,1.0
32.81271,-96.807144,0.0
31.304672,-95.4491,0.0
33.019558,-96.99126,0.0
29.784435,-95.79457,1.0
33.032467,-96.993286,0.0
32.71966,-96.14899,0.0
30.646284,-97.02057,1.0
29.481884,-94.60452,1.0
37.784843,-122.39979,0.0
30.315243,-97.74194,1.0
29.375093,-98.4495,1.0
29.773531,-95.21567,0.0
29.614107,-95.21621,1.0
44.621216,-94.62921,0.0
33.860413,-98.53523,0.0
32.750042,-97.35776,1.0
32.997837,-96.79913,0.0
29.743408,-95.37751,1.0
33.0296,-96.70968,0.0
31.856936,-102.447426,0.0
29.446676,-98.49401,0.0
30.343796,-97.73795,1.0
26.162447,-98.00869,0.0
29.516481,-98.447136,1.0
29.424238,-98.48848,1.0
29.699839,-95.48291,0.0
30.43169,-97.6811,0.0
29.755226,-95.37012,0.0
32.936375,-97.25396,1.0
32.751446,-97.36037,1.0
33.172943,-96.64191,1.0
31.776367,-106.50311,1.0
33.01844,-96.73539,1.0
30.11973,-93.747154,1.0
32.836704,-97.11325,1.0
32.91731,-97.00935,1.0
30.270023,-97.74931,1.0
29.741838,-95.41669,1.0
32.775314,-96.803375,1.0
32.673782,-97.00364,1.0
29.743715,-95.386566,0.0
33.53602,-101.95033,0.0
29.371449,-95.084816,1.0
32.861008,-97.26345,0.0
29.532406,-95.13298,1.0
30.26749,-97.74658,1.0
30.266846,-97.74949,0.0
31.782888,-106.32616,0.0
26.258978,-98.148,0.0
29.705193,-95.42852,1.0
29.575233,-96.32459,0.0
32.728558,-97.41434,0.0
30.056953,-94.798805,0.0
29.525833,-95.1978,1.0
29.725206,-95.41735,0.0
29.84687,-95.49977,1.0
32.79878,-96.805176,1.0
27.836386,-97.06163,0.0
31.534048,-97.13206,1.0
31.054853,-97.45724,1.0
29.744905,-95.39247,1.0
31.800283,-99.051865,1.0
29.774225,-95.18772,1.0
30.329105,-97.73958,1.0
33.109707,-96.80641,1.0
29.674921,-95.57,0.0
29.80129,-95.43166,1.0
30.253551,-97.76356,1.0
32.931053,-96.81069,1.0
30.315556,-97.73415,1.0
30.159035,-97.68787,0.0
32.919556,-96.896935,0.0
32.8735,-97.103035,1.0
31.887066,-102.289635,0.0
32.942486,-97.07731,1.0
29.557217,-95.12142,0.0
29.774405,-95.40979,1.0
32.806824,-97.38972,0.0
33.004936,-95.0516,0.0
30.735392,-96.364296,0.0
29.611254,-95.224335,1.0
32.95348,-96.81478,1.0
29.434715,-98.48422,1.0
29.424065,-95.24354,1.0
30.266436,-97.737686,1.0
28.445524,-99.243484,1.0
29.904076,-95.63139,1.0
30.93165,-97.2273,1.0
35.185276,-101.87509,0.0
29.753145,-95.38845,1.0
30.00742,-95.46173,1.0
31.518076,-97.20222,1.0
27.723633,-97.406235,1.0
33.1842,-96.60729,0.0
30.566887,-97.651276,0.0
30.61874,-96.34568,1.0
29.550549,-98.66495,1.0
29.691368,-95.17173,1.0
27.833422,-97.071495,1.0
29.584932,-98.59575,1.0
31.780048,-106.461784,1.0
29.822947,-94.325806,0.0
33.65722,-98.31098,0.0
29.879623,-95.68571,0.0
32.158955,-94.338615,1.0
29.730587,-95.284256,1.0
33.577435,-101.89468,1.0
27.834143,-97.06131,1.0
35.132675,-101.90153,1.0
31.529753,-97.19634,1.0
30.267061,-97.740326,0.0
29.776714,-94.96453,1.0
26.30628,-98.19237,0.0
29.789633,-98.73074,1.0
32.235535,-97.75703,1.0
32.779907,-96.797874,1.0
29.70832,-95.52054,0.0
29.68086,-95.62412,1.0
27.711023,-97.37245,1.0
26.190933,-97.69496,0.0
28.83573,-97.868576,1.0
29.756195,-95.75087,1.0
32.804634,-96.79949,1.0
32.985836,-96.91001,0.0
35.185246,-101.92812,0.0
29.461739,-98.46731,0.0
31.760834,-106.48452,0.0
28.439165,-99.23559,0.0
31.057436,-97.461624,0.0
32.75372,-97.33166,1.0
33.155197,-96.80445,1.0
30.070723,-95.43317,0.0
29.435417,-95.24559,0.0
29.813414,-95.35934,1.0
30.594408,-97.412056,1.0
30.29798,-97.747055,1.0
32.81287,-96.82496,1.0
32.973797,-96.993774,0.0
33.019123,-96.98859,1.0
29.586992,-96.355034,0.0
29.704853,-95.44479,1.0
31.7895,-94.18327,0.0
32.95377,-96.8546,1.0
26.30589,-98.18895,0.0
32.78887,-97.34858,1.0
32.961655,-96.63838,0.0
33.174664,-96.72059,1.0
33.687763,-96.58193,1.0
32.70621,-97.12601,1.0
27.57395,-99.48565,0.0
29.742455,-95.419754,1.0
32.847324,-98.438065,0.0
32.906628,-96.95781,0.0
29.57482,-95.28563,1.0
32.951504,-96.61358,1.0
30.138975,-96.39633,1.0
32.721817,-96.16738,0.0
32.839058,-97.1185,0.0
30.667267,-95.52544,0.0
30.23212,-97.76734,1.0
27.544056,-99.50468,0.0
30.324795,-97.95924,1.0
32.67187,-97.13791,1.0
30.319706,-97.95348,1.0
29.689894,-95.53363,1.0
32.00285,-96.21741,1.0
32.302322,-95.301384,1.0
30.384241,-95.66247,0.0
32.735718,-97.358574,1.0
29.618156,-95.21513,1.0
40.350597,-83.76116,1.0
30.29161,-97.73495,0.0
27.547832,-99.50297,1.0
29.608116,-98.52084,1.0
31.765518,-106.3623,0.0
30.364067,-97.69592,1.0
31.757584,-106.48089,0.0
33.22488,-98.15658,0.0
26.20191,-98.23821,0.0
27.667925,-97.2803,1.0
32.75245,-97.328,1.0
32.863026,-97.18012,1.0
33.484756,-111.82104,0.0
27.717062,-97.36286,0.0
32.79208,-96.59835,1.0
29.676704,-95.27012,0.0
26.176483,-98.00607,1.0
29.670086,-95.25593,0.0
32.772675,-96.7835,0.0
32.938377,-96.74864,0.0
31.87442,-106.42616,1.0
31.437754,-97.20729,0.0
40.718845,-99.064804,1.0
33.08776,-96.66944,1.0
31.794792,-106.35232,1.0
32.76443,-96.85197,0.0
29.704184,-95.59437,1.0
35.19402,-101.81472,1.0
32.833435,-97.20578,1.0
32.739277,-97.09487,1.0
26.100245,-97.16832,1.0
32.686504,-97.13123,0.0
29.86362,-95.6485,1.0
32.313816,-95.274925,1.0
32.983013,-96.80327,0.0
35.19838,-101.84806,0.0
30.320086,-95.464005,0.0
29.752478,-95.456535,0.0
32.866817,-96.86664,0.0
32.780514,-97.3489,1.0
33.129738,-96.656334,0.0
29.738579,-95.43123,1.0
31.09125,-97.38852,1.0
31.08512,-97.75548,1.0
32.81696,-97.14085,1.0
29.910364,-95.58504,0.0
31.604645,-106.276665,0.0
30.718916,-95.56882,1.0
30.499964,-97.68631,0.0
32.80501,-97.412994,0.0
32.058292,-97.74973,0.0
29.55,-95.11134,0.0
29.42415,-95.243835,1.0
29.743345,-95.378006,1.0
29.748714,-95.37876,1.0
29.49768,-95.10965,0.0
29.394037,-94.94649,0.0
30.004082,-95.277664,1.0
32.810516,-96.81114,1.0
32.752754,-97.35495,1.0
29.816746,-95.41565,1.0
30.636738,-97.678345,0.0
33.58448,-101.866234,0.0
32.95524,-97.039925,1.0
29.54467,-95.02133,1.0
31.454117,-100.42982,0.0
33.102203,-96.92544,0.0
33.156837,-96.839386,0.0
32.896156,-96.8023,1.0
29.4263,-98.49348,1.0
29.7281,-99.07548,0.0
32.812878,-96.6271,1.0
29.498274,-98.468925,1.0
32.811886,-96.75253,1.0
32.77975,-96.7938,1.0
29.610907,-98.48891,1.0
32.532207,-96.816696,1.0
30.069166,-95.40599,1.0
32.34408,-95.294044,1.0
32.851433,-96.809586,0.0
29.375988,-100.90323,0.0
33.842,-96.6377,0.0
30.337057,-97.70226,1.0
32.811405,-97.40691,0.0
32.33346,-96.61757,1.0
30.894297,-102.89184,1.0
34.53811,-101.76404,0.0
32.755367,-97.33206,1.0
35.187378,-101.86742,0.0
29.74404,-95.37754,1.0
32.961548,-96.73701,1.0
32.820187,-96.63133,1.0
32.811836,-96.62691,1.0
31.79072,-106.37133,0.0
29.834452,-95.64716,1.0
29.674957,-95.54694,0.0
31.784014,-106.45909,1.0
37.135838,-81.8954,0.0
30.4249,-97.67024,1.0
29.50953,-98.56554,1.0
27.77741,-97.50239,1.0
29.596428,-95.62054,1.0
30.34822,-97.96388,1.0
32.605522,-96.821976,1.0
32.949387,-97.13256,1.0
27.72252,-98.0778,0.0
29.420113,-98.49835,0.0
32.618774,-97.32071,0.0
32.743984,-96.83174,1.0
32.20529,-95.83593,1.0
33.074455,-96.877686,1.0
29.743862,-94.95123,1.0
25.928793,-97.51144,0.0
29.678347,-95.412476,1.0
27.859797,-97.62766,1.0
33.010944,-96.5904,1.0
30.316717,-95.477036,1.0
31.45584,-100.45533,0.0
33.653687,-96.9528,0.0
29.508364,-98.5489,0.0
26.236029,-98.19788,1.0
32.978786,-96.76536,1.0
29.713112,-95.298,1.0
33.45918,-94.07834,1.0
32.951183,-96.61308,1.0
30.012873,-94.18209,0.0
32.996967,-97.230515,1.0
31.624735,-94.65204,1.0
26.304462,-97.99345,0.0
32.604595,-96.82369,1.0
32.988174,-96.5767,1.0
29.740294,-95.419044,1.0
25.90641,-97.50427,1.0
29.773493,-95.23276,1.0
33.01436,-96.79502,1.0
29.62152,-95.22293,1.0
30.086103,-94.119255,0.0
32.13357,-94.76892,0.0
29.931374,-95.4088,1.0
29.9565,-95.54319,0.0
32.841038,-97.238014,1.0
32.9384,-97.108,0.0
30.950516,-95.907906,0.0
31.917355,-96.897285,1.0
29.666315,-95.46278,1.0
30.396711,-97.74932,0.0
29.526264,-98.55912,0.0
27.837221,-97.55378,1.0
32.679245,-97.110794,1.0
26.18941,-97.679955,1.0
31.631313,-94.68498,1.0
32.86401,-96.65746,0.0
29.350706,-98.53499,0.0
32.91306,-97.3083,1.0
30.178398,-96.91429,1.0
30.257902,-97.715675,0.0
29.524227,-95.1247,1.0
29.599344,-95.7024,0.0
29.52669,-95.162735,0.0
30.24839,-97.771126,1.0
32.943848,-96.69337,1.0
32.912933,-96.95103,1.0
32.873005,-96.94369,1.0
31.556,-97.132225,0.0
32.839645,-96.696014,1.0
32.730373,-97.33376,1.0
32.38788,-97.923775,0.0
30.18472,-97.84898,1.0
29.71339,-95.50429,1.0
32.356617,-97.38937,0.0
29.417234,-98.48977,1.0
32.856007,-97.18785,1.0
32.55143,-94.367584,1.0
29.687532,-97.09382,1.0
32.856655,-97.36243,0.0
31.778246,-106.46547,1.0
30.611944,-95.04403,0.0
30.358713,-97.73447,0.0
29.728489,-95.00366,1.0
26.195507,-98.262215,1.0
32.492573,-99.7225,1.0
29.564016,-98.32909,1.0
29.664087,-95.26035,0.0
29.635288,-95.58405,1.0
32.584343,-95.86738,0.0
27.79386,-97.39255,1.0
33.15224,-96.83464,1.0
30.27822,-98.87606,1.0
37.983585,-87.542404,0.0
29.488493,-98.57544,1.0
29.53917,-98.569176,0.0
29.63682,-98.31145,1.0
30.223288,-95.55014,0.0
30.782816,-85.538574,0.0
30.736403,-94.994125,1.0
32.25303,-101.47606,1.0
29.538286,-98.52357,1.0
32.957504,-96.768486,0.0
29.761915,-95.36641,1.0
32.969177,-96.85485,1.0
36.044403,-102.56085,0.0
33.064835,-97.08068,1.0
30.148994,-96.38549,0.0
28.439814,-97.760765,0.0
29.22662,-94.91197,1.0
31.6835,-94.54898,0.0
33.114803,-96.804146,1.0
26.256569,-98.21994,1.0
26.171394,-98.058586,0.0
33.548878,-101.84877,1.0
30.407682,-96.09986,1.0
30.463223,-95.49211,0.0
29.881464,-97.940125,1.0
31.756073,-106.49025,1.0
33.23437,-97.58753,1.0
30.364872,-97.69599,0.0
30.324286,-97.72793,0.0
29.704382,-95.63954,0.0
32.731846,-97.40892,1.0
33.047756,-96.99534,0.0
29.595291,-95.624146,1.0
29.496323,-98.55032,1.0
29.755352,-95.458374,1.0
30.321327,-95.48774,1.0
32.736713,-96.916794,0.0
32.978153,-96.854416,0.0
32.811768,-96.78236,1.0
32.746338,-97.4357,1.0
31.80116,-106.46117,0.0
29.766373,-95.8408,0.0
27.794704,-97.393776,1.0
33.09084,-96.80659,1.0
29.742842,-95.77622,1.0
32.9125,-96.63869,0.0
27.754261,-98.06042,1.0
28.67045,-99.818474,1.0
32.93456,-96.9515,1.0
29.733488,-95.47957,0.0
32.780262,-96.79626,1.0
33.153088,-96.83703,0.0
30.720673,-97.855545,1.0
33.50583,-101.889206,1.0
35.448353,-86.78484,0.0
30.26485,-97.72948,1.0
35.188,-101.940475,1.0
29.596668,-95.621086,1.0
30.19332,-98.09024,1.0
32.44767,-94.71854,0.0
26.162376,-98.00635,0.0
31.735434,-106.29294,1.0
33.1389,-97.24216,1.0
32.731194,-97.63382,1.0
30.468836,-97.80358,1.0
33.58523,-101.86862,1.0
32.95358,-96.81937,1.0
29.718414,-96.555885,0.0
29.751534,-95.36061,1.0
32.784332,-96.78601,1.0
32.930855,-97.253876,1.0
32.75149,-97.329834,0.0
27.68651,-97.385,1.0
32.34366,-95.32541,1.0
30.456575,-97.66076,1.0
32.67363,-97.40006,0.0
29.253126,-98.493454,1.0
29.419224,-98.335045,0.0
