lat,lon,on_yelp
32.352455,-95.31978,0.0
28.024927,-97.047485,0.0
33.454544,-94.09805,0.0
29.521992,-95.16496,0.0
32.923306,-96.8041,0.0
33.23452,-97.586266,1.0
29.70192,-98.12515,1.0
32.90705,-96.56703,1.0
33.636005,-96.60878,1.0
29.688217,-95.298546,0.0
33.02724,-96.70853,1.0
32.186558,-95.84739,0.0
32.968933,-96.83059,1.0
29.634058,-95.585144,1.0
33.078556,-96.823204,1.0
29.596403,-95.62046,1.0
25.937275,-97.50109,0.0
32.82403,-96.96895,1.0
33.002758,-96.72263,1.0
30.23032,-97.81678,1.0
32.879524,-97.155106,1.0
29.928802,-95.50478,1.0
32.843544,-96.66307,0.0
34.152412,-99.269966,1.0
29.689243,-95.12388,1.0
32.705627,-100.88775,0.0
30.076313,-95.76052,1.0
31.759739,-106.26673,1.0
29.753218,-95.28331,0.0
29.756807,-95.357796,1.0
29.739195,-95.5378,1.0
29.752954,-95.36138,1.0
27.794239,-97.3955,1.0
29.291334,-94.78651,0.0
31.091446,-97.572105,1.0
32.38109,-95.33414,1.0
26.282986,-98.13957,1.0
29.55719,-98.533195,0.0
32.42738,-95.305214,0.0
32.54854,-95.422424,0.0
30.248726,-97.92782,0.0
29.939966,-93.9838,1.0
29.307455,-94.79384,0.0
30.700384,-94.75041,0.0
29.743464,-95.39511,1.0
32.942814,-97.12953,1.0
29.601068,-95.62961,1.0
31.811588,-106.5129,1.0
29.786203,-95.73934,1.0
28.708488,-100.48846,1.0
30.2849,-97.73239,0.0
29.511587,-98.56923,1.0
33.56338,-101.82803,0.0
31.784576,-106.32404,0.0
33.50571,-101.92406,1.0
30.305096,-97.94225,1.0
33.87047,-98.537445,1.0
33.285385,-96.57456,1.0
33.15695,-96.378044,1.0
27.973537,-97.38811,1.0
33.531673,-101.88694,1.0
30.946712,-97.53669,0.0
32.439583,-97.76396,1.0
32.949436,-96.84024,1.0
29.79155,-98.7496,0.0
29.52108,-98.48481,0.0
32.978786,-96.76663,1.0
32.319122,-96.11209,0.0
33.05671,-96.693474,1.0
32.237812,-98.16935,0.0
32.017204,-102.15876,1.0
32.743786,-96.44889,0.0
30.271164,-97.75842,1.0
29.580006,-95.580345,1.0
29.747124,-95.39059,1.0
32.744633,-96.99135,0.0
27.566605,-99.49905,0.0
32.86872,-96.76635,0.0
33.678535,-96.61009,1.0
31.85468,-102.44648,0.0
33.103683,-96.67976,1.0
29.305664,-94.79558,1.0
41.510696,-88.08688,1.0
30.068754,-94.13627,0.0
32.970592,-96.9938,1.0
31.80087,-106.46139,0.0
29.306463,-94.79602,1.0
30.265265,-97.745575,1.0
28.815683,-97.22175,1.0
33.17127,-97.09673,1.0
28.988167,-96.64951,1.0
32.86371,-96.99052,0.0
33.878387,-98.495125,1.0
32.755272,-97.3313,0.0
33.19775,-96.6165,0.0
32.288815,-95.32773,1.0
29.674349,-95.54669,0.0
33.099266,-96.81587,1.0
26.276672,-98.1693,0.0
30.032228,-94.06084,0.0
29.76749,-95.376526,1.0
30.267258,-97.74972,1.0
26.220072,-98.24227,0.0
29.742466,-95.5724,0.0
29.513552,-98.56962,1.0
32.441986,-97.78749,1.0
30.678288,-96.37267,0.0
30.40087,-97.657684,1.0
32.849545,-97.29533,0.0
26.254566,-98.22028,1.0
29.525162,-95.126144,1.0
30.215742,-97.76887,1.0
29.769077,-95.397606,1.0
32.93377,-97.21469,1.0
29.587355,-98.35845,1.0
32.67427,-97.00884,1.0
32.988747,-96.80179,1.0
31.55353,-97.13309,0.0
32.90379,-96.123405,1.0
32.783768,-96.77165,1.0
29.426718,-98.48445,1.0
31.782537,-106.4056,1.0
32.644413,-97.11444,1.0
31.835133,-106.45802,0.0
27.797668,-97.395256,1.0
29.56884,-97.98306,1.0
33.70288,-96.57079,1.0
33.0022,-96.96557,1.0
29.662489,-95.36843,0.0
32.908726,-96.87906,1.0
25.8965,-97.51016,0.0
33.040897,-96.84616,1.0
29.821056,-95.49927,0.0
33.867756,-98.52791,0.0
33.128117,-97.02026,0.0
32.86332,-96.80604,1.0
27.855457,-97.646416,1.0
29.744366,-95.392876,1.0
29.80744,-95.54561,1.0
31.767572,-95.64559,0.0
32.786926,-96.80662,1.0
29.366394,-98.59624,0.0
30.637749,-97.67787,1.0
30.247765,-97.75515,1.0
28.80766,-96.8395,0.0
34.034187,-118.493004,0.0
26.209896,-98.22921,1.0
29.442202,-94.66714,0.0
32.731884,-97.39065,0.0
31.057524,-97.46222,0.0
30.403347,-97.72528,1.0
32.213806,-98.21476,1.0
31.458685,-100.43541,1.0
33.544487,-101.95766,1.0
32.81425,-96.770035,1.0
29.604137,-98.4681,1.0
32.786655,-96.796684,1.0
30.673252,-96.37377,1.0
26.255285,-98.22037,1.0
27.717047,-97.38725,1.0
29.676056,-95.2325,0.0
32.789467,-96.594666,1.0
32.86241,-97.313965,1.0
32.76139,-97.09212,1.0
32.923306,-96.80524,1.0
32.85665,-96.872345,1.0
32.78428,-96.78245,1.0
29.426752,-98.48914,1.0
32.575893,-96.961334,1.0
39.941555,-83.31028,1.0
33.09728,-96.89422,1.0
29.779207,-95.56189,1.0
31.977177,-102.11232,1.0
35.207016,-101.83809,1.0
26.188051,-98.24178,0.0
32.9119,-97.31301,1.0
33.07806,-96.826515,1.0
32.72588,-101.94814,1.0
26.202578,-98.20165,0.0
29.74443,-95.38497,1.0
32.45036,-99.772606,0.0
33.017715,-96.98473,0.0
30.66611,-96.406685,0.0
27.717463,-97.39242,1.0
32.058136,-97.74996,0.0
28.961784,-95.356926,0.0
33.123104,-96.65864,0.0
30.617718,-96.34652,1.0
29.864185,-95.7021,0.0
29.5489,-98.40896,1.0
29.738333,-94.95409,0.0
29.365826,-98.48174,1.0
32.733948,-97.32613,1.0
32.862957,-96.57592,0.0
29.78332,-95.53671,1.0
30.576662,-98.46773,0.0
29.802937,-94.98191,0.0
30.270018,-97.7437,0.0
27.785437,-97.43975,0.0
32.671986,-97.2019,0.0
33.54828,-101.91269,1.0
29.783278,-95.46632,0.0
33.154663,-96.83934,1.0
32.69302,-97.0639,0.0
32.320293,-96.21468,0.0
32.755756,-97.331665,0.0
33.071808,-97.027596,0.0
29.591799,-95.628586,1.0
33.072323,-97.01649,1.0
32.760666,-97.34339,1.0
29.785526,-98.74612,0.0
31.86856,-102.39774,1.0
32.941357,-97.11741,1.0
29.553354,-98.502174,1.0
32.75561,-96.30168,1.0
32.86036,-96.89526,1.0
29.462494,-98.64326,1.0
32.784706,-96.7843,1.0
44.523766,-89.573006,1.0
30.268007,-97.74401,1.0
27.68784,-97.3811,1.0
40.87077,-73.42817,1.0
32.786953,-96.62534,0.0
29.568426,-97.96518,1.0
30.512344,-97.82492,1.0
29.802576,-95.40944,1.0
32.837887,-97.135666,1.0
26.21859,-98.2429,0.0
29.99503,-95.57134,1.0
32.475098,-99.776726,0.0
32.69257,-97.122604,0.0
29.731075,-95.385056,0.0
33.669186,-96.59466,1.0
26.20321,-98.22536,0.0
33.04421,-96.79381,0.0
35.20602,-101.83772,1.0
32.42755,-99.785126,1.0
32.996487,-96.83065,0.0
32.756752,-97.097916,1.0
29.916304,-95.58392,0.0
29.707094,-95.43984,1.0
33.017365,-96.79366,0.0
29.70043,-95.277504,1.0
29.63997,-95.24322,1.0
29.865343,-95.48648,0.0
30.356087,-103.665726,1.0
31.374117,-100.30381,1.0
32.643337,-96.89074,1.0
32.681656,-97.13484,0.0
32.72879,-97.41514,1.0
30.269531,-97.74905,1.0
32.94485,-96.69355,1.0
32.818207,-96.83234,1.0
29.83106,-95.6817,1.0
30.214884,-95.45786,1.0
29.315514,-94.81832,0.0
29.423174,-98.484436,0.0
31.312302,-94.71938,0.0
32.864906,-96.657486,0.0
30.519577,-97.836105,1.0
30.08507,-94.14406,1.0
32.93515,-96.85133,1.0
31.759113,-106.48851,0.0
26.302155,-98.16549,1.0
32.805637,-97.32614,0.0
29.431458,-98.48103,1.0
29.995924,-95.583244,0.0
26.23743,-98.21195,0.0
33.53104,-101.91026,1.0
29.9989,-95.272255,0.0
33.088707,-96.82142,1.0
25.965807,-97.50591,1.0
29.786413,-95.74546,1.0
32.20527,-95.844185,1.0
29.66035,-95.15511,1.0
31.48902,-100.45376,0.0
29.522696,-98.52739,0.0
33.09275,-96.80663,1.0
30.201822,-97.80589,1.0
29.50291,-95.11081,1.0
32.85706,-97.18368,1.0
32.963436,-96.723625,1.0
32.78406,-96.78555,1.0
32.880936,-96.77282,1.0
35.19091,-101.87628,1.0
40.629944,-79.96853,0.0
29.790102,-95.39725,1.0
32.570816,-97.32077,0.0
29.740921,-95.419075,1.0
29.777832,-95.75112,1.0
30.26711,-97.744225,1.0
32.541058,-97.32106,1.0
33.17364,-96.4985,0.0
33.16725,-96.635376,1.0
29.73458,-95.76328,1.0
29.308678,-94.78973,0.0
31.78142,-106.39313,1.0
31.76693,-106.29882,0.0
36.529816,-87.358986,1.0
29.588156,-98.378914,1.0
29.5389,-98.58494,1.0
29.89214,-97.914566,1.0
26.19694,-98.25788,1.0
31.557423,-97.12783,1.0
27.715488,-97.4475,0.0
29.99646,-95.4242,1.0
30.262636,-97.72094,0.0
27.729359,-97.37036,0.0
30.073105,-95.494125,1.0
32.808064,-98.130196,0.0
30.269102,-98.864944,1.0
30.266989,-97.74427,1.0
29.774702,-95.41836,1.0
29.705801,-95.41919,1.0
29.755867,-95.35854,1.0
31.75759,-106.4945,0.0
28.983313,-95.96959,1.0
32.9371,-96.924515,1.0
30.069996,-99.18787,0.0
30.31294,-97.959145,1.0
25.931204,-97.511925,0.0
32.735825,-97.151085,1.0
31.091326,-97.669685,0.0
29.742645,-95.3796,1.0
31.91645,-106.39615,0.0
29.356241,-98.517265,1.0
29.731075,-95.37615,1.0
32.75039,-96.92969,0.0
30.239246,-97.799484,1.0
32.66127,-97.29701,0.0
29.563786,-95.68324,1.0
29.709433,-98.13303,0.0
32.811916,-96.77495,0.0
30.268158,-97.74239,1.0
29.960209,-95.54394,1.0
29.718674,-95.74875,1.0
30.251392,-97.701836,1.0
32.974648,-96.88849,0.0
30.344007,-97.70403,0.0
30.474552,-97.97397,0.0
33.447308,-94.07462,0.0
29.701216,-95.57189,1.0
29.748535,-95.38993,0.0
29.993855,-98.10062,0.0
29.763384,-95.36205,1.0
32.823334,-96.870125,1.0
29.742493,-95.4252,0.0
31.755383,-106.346306,1.0
30.282846,-97.77563,1.0
29.431303,-98.556145,1.0
30.221178,-97.77208,1.0
32.72187,-97.44401,1.0
32.32725,-96.62759,1.0
29.28784,-94.79016,1.0
32.895542,-96.68342,0.0
31.763283,-95.633316,1.0
29.348845,-99.142006,1.0
30.123856,-95.44032,1.0
29.790148,-95.68929,1.0
35.22455,-101.831924,1.0
33.53592,-101.92171,1.0
29.545635,-98.2869,1.0
30.080322,-95.73615,1.0
27.707678,-97.38792,1.0
32.441467,-97.77881,1.0
29.825693,-97.98684,1.0
32.745827,-97.00246,1.0
29.42368,-98.48946,1.0
32.823837,-96.79001,0.0
29.654701,-98.4481,1.0
29.703304,-95.57445,0.0
29.556276,-98.31856,1.0
29.534653,-95.13488,1.0
32.657948,-96.891975,1.0
29.586067,-97.98897,1.0
26.102888,-97.169,0.0
31.129595,-97.73952,0.0
30.039963,-95.19652,0.0
33.071716,-96.8718,1.0
29.47882,-98.59021,1.0
32.75535,-97.08181,1.0
29.717882,-95.41361,1.0
29.307266,-94.79505,0.0
32.850693,-97.10955,1.0
33.110466,-96.80744,0.0
29.854605,-95.42853,0.0
32.73838,-96.91717,1.0
33.046623,-96.95021,0.0
29.529125,-98.49817,1.0
23.035229,72.56158,0.0
29.539814,-98.67952,1.0
29.954046,-95.54154,1.0
29.71967,-95.47713,0.0
31.706276,-95.71468,0.0
35.177814,-101.922455,1.0
32.94468,-97.12977,1.0
32.386063,-96.847694,0.0
26.237839,-98.22479,1.0
29.607908,-98.60204,1.0
32.863205,-96.89791,0.0
32.78083,-96.79779,0.0
30.085785,-94.13693,1.0
29.7819,-95.75128,1.0
30.386158,-95.65203,0.0
30.265549,-97.74663,1.0
31.312172,-94.71986,1.0
28.096703,-97.8205,1.0
32.307083,-97.42101,1.0
32.997513,-96.85759,1.0
31.818117,-106.51463,0.0
32.321175,-96.60825,0.0
29.562057,-95.56283,0.0
30.269753,-97.74812,1.0
30.673107,-96.37225,0.0
25.90209,-97.49764,1.0
30.660295,-96.2957,1.0
29.42093,-98.487915,1.0
29.547768,-95.043396,1.0
32.812546,-96.626076,0.0
32.940132,-97.11197,1.0
30.258533,-97.74689,0.0
30.29778,-97.835724,1.0
30.360792,-97.74147,1.0
33.220787,-96.916176,1.0
29.737911,-95.57814,0.0
29.651827,-95.05966,1.0
32.93189,-97.23187,1.0
30.132656,-95.442986,1.0
29.757753,-95.35955,1.0
32.33936,-96.109726,1.0
30.706789,-97.67071,0.0
29.443537,-98.47742,1.0
33.9034,-98.48542,0.0
35.197575,-101.82586,1.0
30.358646,-95.59217,1.0
30.65752,-96.370636,0.0
29.565014,-98.33535,1.0
33.43478,-94.07395,1.0
31.996758,-102.08193,0.0
29.488333,-98.45873,1.0
31.755768,-106.48944,0.0
32.87918,-97.260605,1.0
30.266256,-97.735535,1.0
33.210674,-96.615265,1.0
30.122923,-95.44318,1.0
29.781393,-95.38873,1.0
32.814346,-96.771194,1.0
32.920006,-96.95704,1.0
32.752163,-97.32991,1.0
32.1568,-95.43766,0.0
33.018364,-96.70775,1.0
32.94153,-97.155914,1.0
32.766895,-96.60154,1.0
32.699825,-97.3601,1.0
33.83853,-96.9049,0.0
33.774345,-118.1862,1.0
30.45039,-97.695,1.0
32.769375,-96.8113,0.0
29.744057,-95.45889,0.0
31.784626,-97.57443,0.0
29.286543,-94.79392,0.0
29.754574,-95.39952,1.0
29.43608,-98.55131,0.0
30.63366,-97.681854,1.0
32.803646,-98.1755,1.0
30.210619,-97.664955,1.0
33.574234,-101.854996,1.0
29.705578,-95.53196,1.0
32.81358,-96.77098,1.0
27.807322,-97.085785,1.0
32.879276,-97.426346,0.0
30.620684,-96.29869,1.0
27.603079,-99.47634,1.0
29.52524,-98.56871,1.0
33.08883,-96.806366,1.0
32.310585,-95.3013,0.0
29.60758,-98.49363,0.0
34.98034,-101.9095,1.0
33.060413,-96.42391,1.0
32.293842,-95.30472,1.0
29.771198,-95.83988,1.0
27.58594,-99.49095,1.0
28.835676,-97.00523,0.0
26.203684,-98.211876,1.0
30.042215,-93.80534,0.0
31.995726,-102.15844,1.0
29.956932,-95.5437,1.0
32.325916,-95.301506,1.0
29.74268,-95.37796,1.0
32.998966,-96.79408,1.0
31.334743,-94.750404,0.0
29.744553,-95.38661,1.0
29.748772,-95.375534,1.0
29.990211,-95.50179,1.0
32.367714,-96.10927,0.0
29.834415,-97.90531,0.0
31.757685,-106.49176,1.0
32.86401,-96.83539,1.0
29.748917,-95.378006,1.0
31.090456,-98.189285,0.0
30.623522,-96.30817,1.0
29.715626,-94.97577,1.0
32.92137,-97.08149,1.0
28.026781,-97.0467,0.0
30.636345,-97.67581,0.0
31.393936,-103.508835,0.0
33.00011,-96.7649,1.0
32.978035,-96.76882,1.0
30.479458,-97.79913,1.0
32.78865,-97.35071,0.0
32.680878,-97.10615,1.0
25.962698,-97.50952,1.0
32.87881,-96.48533,1.0
32.645912,-96.89015,1.0
29.783134,-95.35085,0.0
33.761433,-96.669785,0.0
26.231035,-98.20676,1.0
30.26712,-97.74378,1.0
29.981411,-95.72027,1.0
